RC , time (s) , Vin (V) , Vout (V) 
0.1  
       15.98,    -1.0,     1e-11
       16.08,     1.0,    -1e-11
      16.181,     1.0,    -1e-11
      16.281,     1.0,    -1e-11
      16.382,     1.0,    -1e-11
      16.482,     1.0,    -1e-11
      16.583,     1.0,    -1e-11
      16.683,     1.0,    -1e-11
      16.784,     1.0,    -1e-11
      16.884,     1.0,    -1e-11
      16.985,     1.0,    -1e-11
      17.085,    -1.0,     1e-11
      17.186,    -1.0,     1e-11
      17.286,    -1.0,     1e-11
      17.387,    -1.0,     1e-11
      17.487,    -1.0,     1e-11
      17.588,    -1.0,     1e-11
      17.688,    -1.0,     1e-11
      17.789,    -1.0,     1e-11
      17.889,    -1.0,     1e-11
       17.99,    -1.0,     1e-11
       18.09,     1.0,    -1e-11
      18.191,     1.0,    -1e-11
      18.291,     1.0,    -1e-11
      18.392,     1.0,    -1e-11
      18.492,     1.0,    -1e-11
      18.593,     1.0,    -1e-11
      18.693,     1.0,    -1e-11
      18.794,     1.0,    -1e-11
      18.894,     1.0,    -1e-11
      18.995,     1.0,    -1e-11
      19.095,    -1.0,     1e-11
      19.196,    -1.0,     1e-11
      19.296,    -1.0,     1e-11
      19.397,    -1.0,     1e-11
      19.497,    -1.0,     1e-11
      19.598,    -1.0,     1e-11
      19.698,    -1.0,     1e-11
      19.799,    -1.0,     1e-11
      19.899,    -1.0,     1e-11
        20.0,     1.0,    -1e-11
